Situação,Imagem,Ano,KM,Título,UF,Link,Valor do Lance,Data Leilão
Leilão ao vivo em: 3 dias 13h48m55s,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2023,61.736 km,CHEVROLET/ONIX PLUS 10TAT PR2,GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/chevrolet/onix-plus-10tat-pr2/ano.2024/2f6b86a4-14a4-11f0-b6cf-02420a00009e,"R$ 57.100,00",24/06/2025
Leilão ao vivo em: 3 dias 13h49m24s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/18/1750270819900_fef1ce9d-2851-4462-b2b3-269bc8a47b8d_pequena_leilo.webp,2009,N/A,CITROEN/C3 GLX 14 FLEX (2P/4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/citroen/c3-glx-14-flex-(2p%2F4p)/ano.2009/cac69f94-eaf0-11ef-bd15-02420a00000b,"R$ 8.000,00",24/06/2025
Leilão ao vivo em: 3 dias 13h49m53s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/18/1750270805857_4370d124-f322-44bc-96f6-c7f643ecfd82_pequena_leilo.webp,2015,126.083 km,VOLKSWAGEN/SAVEIRO CABINE DUPLA CROSS MA,MT,https://leilo.com.br/leilao/cuiaba-mato-grosso/carros/volkswagen/saveiro-cabine-dupla-cross-ma/ano.2016/254ffb8b-13f1-11f0-b6cf-02420a00009e,"R$ 39.200,00",24/06/2025
Leilão ao vivo em: 3 dias 13h50m22s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750419361628_b30e2ff4-51a4-415e-af00-df9478f81a76_pequena_leilo.webp,2004,189.646 km,I/FORD FOCUS 1.6L HA (4P),MS,https://leilo.com.br/leilao/campo-grande-mato-grosso-do-sul/carros/i/ford-focus-1.6l-ha-(4p)/ano.2005/73aa4c11-d305-11ee-843f-02420a00007b,"R$ 8.200,00",24/06/2025
Leilão ao vivo em: 3 dias 13h50m51s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/18/1750274909454_c765dea6-88ff-46f7-88dd-eacfd759ca4a_pequena_leilo.webp,2019,63.276 km,CHEVROLET/ONIX LT 1.0 (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/chevrolet/onix-lt-1.0-(4p)/ano.2019/d5451fb1-b23e-11ef-8e48-02420a000017,"R$ 29.900,00",24/06/2025
Leilão ao vivo em: 3 dias 13h51m21s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/18/1750274907667_2ac77e68-7750-4b0e-8fb0-c02b87ed8f17_pequena_leilo.webp,2022,131.496 km,CHEVROLET/ONIX 10TAT HB,GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/chevrolet/onix-10tat-hb/ano.2022/f415e39b-2a8c-11f0-9f79-02420a000005,"R$ 39.700,00",24/06/2025
Leilão ao vivo em: 3 dias 13h51m50s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750442711997_2a6752ab-4a7f-4c95-8f13-163d5df4a1e4_pequena_leilo.webp,2019,196.633 km,CHEVROLET/COBALT LT (4P),SP,https://leilo.com.br/leilao/sao-paulo-sao-paulo/carros/chevrolet/cobalt-lt-(4p)/ano.2020/9fa786c3-94a4-11ef-9088-02420a0000e0,"R$ 33.400,00",24/06/2025
Leilão ao vivo em: 3 dias 13h52m20s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750442704864_72ddc899-5c34-4971-ae49-b2eeba06369e_pequena_leilo.webp,2021,151.245 km,CHEVROLET/ONIX 10TMT LT1,SP,https://leilo.com.br/leilao/sao-paulo-sao-paulo/carros/chevrolet/onix-10tmt-lt1/ano.2022/61d03a3e-454c-11f0-b593-02420a000005,"R$ 40.200,00",24/06/2025
Leilão ao vivo em: 3 dias 13h52m49s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750442731821_f0904cf0-1e73-4ec7-bb50-f0421d2e065e_pequena_leilo.webp,2019,93.327 km,VOLKSWAGEN/VOYAGE MB5 (4P),SP,https://leilo.com.br/leilao/sao-paulo-sao-paulo/carros/volkswagen/voyage-mb5-(4p)/ano.2020/bfcc021e-454c-11f0-b593-02420a000005,"R$ 28.100,00",24/06/2025
Leilão ao vivo em: 3 dias 13h53m18s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750442768758_cb166a68-07a1-4187-b253-8a285fef092d_pequena_leilo.webp,2020,106.687 km,RENAULT/LOGAN ZEN,SP,https://leilo.com.br/leilao/sao-paulo-sao-paulo/carros/renault/logan-zen/ano.2021/e749e37d-454c-11f0-b593-02420a000005,"R$ 28.100,00",24/06/2025
Leilão ao vivo em: 3 dias 13h53m48s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/18/1750274991282_ea931d4f-84e5-4306-b337-dd740a6a3bb8_pequena_leilo.webp,2019,112.967 km,CHEVROLET/ONIX PLUS 10TAT LTZ,AM,https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/onix-plus-10tat-ltz/ano.2020/38ffea88-10c1-11f0-8c72-02420a00002d,"R$ 47.100,00",24/06/2025
Leilão ao vivo em: 3 dias 13h54m17s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/18/1750274860364_ae628d29-850e-41e8-a3cb-54d00dd5a4d0_pequena_leilo.webp,2023,173.216 km,TOYOTA/COROLLA XEI,DF,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/toyota/corolla-xei/ano.2023/a99762d8-2068-11f0-bcc9-02420a000216,"R$ 74.800,00",24/06/2025
Leilão ao vivo em: 3 dias 13h56m13s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441876922_3d79be87-eab5-40d3-8887-46699767f1f6_pequena_leilo.webp,2018,153.820 km,HYUNDAI/HB20 UNIQUE (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/hyundai/hb20-unique-(4p)/ano.2019/c1dd4215-275c-11f0-9f79-02420a000005,"R$ 29.100,00",24/06/2025
Leilão ao vivo em: 3 dias 13h56m37s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441911386_d84d4eb6-2759-4f48-afea-20f4bcdc10ae_pequena_leilo.webp,2008,246.343 km,FIAT/IDEA ACTIVE FLEX,GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/fiat/idea-active-flex/ano.2008/48cd43a4-0047-11f0-8c72-02420a00002d,"R$ 13.600,00",24/06/2025
Leilão ao vivo em: 3 dias 13h57m6s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441909597_83462d29-46a2-4e63-8b69-2f51545660df_pequena_leilo.webp,2012,180.539 km,FORD/FIESTA 1.6 FLEX (2P/4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/ford/fiesta-1.6-flex-(2p%2F4p)/ano.2013/75e2e257-7747-11ef-8b26-02420a000015,"R$ 17.000,00",24/06/2025
Leilão ao vivo em: 3 dias 13h57m35s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441937911_2ccebc85-5349-4c3f-aa7c-d95d14e60575_pequena_leilo.webp,2015,156.746 km,VOLKSWAGEN/GOL TRENDLINE MB (2P/4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/gol-trendline-mb-(2p%2F4p)/ano.2016/24ce33cf-de4b-11ef-903d-02420a000042,"R$ 21.800,00",24/06/2025
Leilão ao vivo em: 3 dias 13h58m5s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750442918809_b598a43f-aea2-49c8-b8fc-94b673ba7c5a_pequena_leilo.webp,2018,90.784 km,MERCEDES-BENZ/C-180,GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/mercedes-benz/c-180/ano.2019/6f81da4d-d376-11ef-903d-02420a000042,"R$ 78.100,00",24/06/2025
Leilão ao vivo em: 3 dias 13h58m34s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750442952877_f260de03-0265-4b45-ad95-3e4b88774197_pequena_leilo.webp,2010,123.058 km,FORD/FIESTA FLEX (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/ford/fiesta-flex-(4p)/ano.2011/0bdd7656-2505-11f0-bcc9-02420a000216,"R$ 13.200,00",24/06/2025
Leilão ao vivo em: 3 dias 13h59m3s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750442983813_204821f9-51dd-43ac-9786-ba9bfc3ad8be_pequena_leilo.webp,2014,154.943 km,CHEVROLET/ONIX LT 1.4 MECANICO (4P),DF,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/chevrolet/onix-lt-1.4-mecanico-(4p)/ano.2015/7721bb88-1b87-11f0-abeb-02420a0000a3,"R$ 25.700,00",24/06/2025
Leilão ao vivo em: 3 dias 13h59m32s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750428915965_219a499c-b18e-4ccc-bece-1a236a174855_pequena_leilo.webp,2013,166.623 km,FIAT/PALIO FIRE ECONOMY (2P/4P),DF,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/fiat/palio-fire-economy-(2p%2F4p)/ano.2014/4b6e315e-dd9e-11ef-903d-02420a000042,"R$ 13.800,00",24/06/2025
Leilão ao vivo em: 3 dias 13h59m59s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750428715633_86242a5a-5953-4d28-b78d-2955f4d17c19_pequena_leilo.webp,2012,142.304 km,CHEVROLET/ONIX LT 1.4 MECANICO (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/chevrolet/onix-lt-1.4-mecanico-(4p)/ano.2013/2acf24b5-0e48-11f0-8c72-02420a00002d,"R$ 22.900,00",24/06/2025
Leilão ao vivo em: 3 dias 14h27s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750429119579_28127dda-e5db-40d4-8c31-5bd4d23be234_pequena_leilo.webp,2015,275.604 km,FORD/KA SEL (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/ford/ka-sel-(4p)/ano.2015/faa93a3c-ff44-11ef-8c72-02420a00002d,"R$ 21.400,00",24/06/2025
Leilão ao vivo em: 3 dias 14h53s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750443005518_29e45def-f0ff-4c09-a243-418ea4bbe117_pequena_leilo.webp,2009,138.231 km,FORD/FIESTA FLEX (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/ford/fiesta-flex-(4p)/ano.2009/6093128e-001a-11f0-8c72-02420a00002d,"R$ 11.000,00",24/06/2025
Leilão ao vivo em: 3 dias 14h1m23s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750428412440_d7df78dc-8878-48f9-8a41-3128b03bb6aa_pequena_leilo.webp,2022,120.307 km,CHEVROLET/SPIN 18L AT PREMIER,GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/chevrolet/spin-18l-at-premier/ano.2023/b7793842-f5e5-11ef-bd15-02420a00000b,"R$ 51.800,00",24/06/2025
Leilão ao vivo em: 3 dias 14h1m51s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750443045817_87b96a93-47c2-4a3f-a6ef-daf82e497c12_pequena_leilo.webp,2012,160.722 km,LAND ROVER/EVOQUE PURE P5D,GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/land-rover/evoque-pure-p5d/ano.2012/b152b705-f515-11ef-bd15-02420a00000b,"R$ 49.000,00",24/06/2025
Leilão ao vivo em: 3 dias 14h2m51s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750429599708_889b30b7-446c-4c0e-a209-fd8eb66cebda_pequena_leilo.webp,2019,225.343 km,FIAT/UNO ATTRACTIVE (4P/2P),DF,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/fiat/uno-attractive-(4p%2F2p)/ano.2020/af91111e-b728-11ef-8e48-02420a000017,"R$ 22.700,00",24/06/2025
Leilão ao vivo em: 3 dias 14h3m20s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750443064452_5c9e73ef-133e-4c74-8b05-37dd7d002792_pequena_leilo.webp,2015,216.049 km,FORD/KA HATCH SE 1.0 (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/ford/ka-hatch-se-1.0-(4p)/ano.2015/a88f8ede-e9fe-11ef-903d-02420a000042,"R$ 19.800,00",24/06/2025
Leilão ao vivo em: 3 dias 14h3m49s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750443141944_72d1ab1a-92c2-40e8-9e68-8160afa73847_pequena_leilo.webp,2015,185.062 km,FIAT/PALIO FIRE (4P/2P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/fiat/palio-fire-(4p%2F2p)/ano.2016/aed06aa4-e00b-11ef-903d-02420a000042,"R$ 17.800,00",24/06/2025
Leilão ao vivo em: 3 dias 14h3m53s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750443123145_f6876d55-093a-49e9-a576-6118522339fc_pequena_leilo.webp,2008,N/A,PEUGEOT/307 PRESENCE PACK (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/peugeot/307-presence-pack-(4p)/ano.2009/4cf556b3-4a27-11ed-a391-02420a000011,"R$ 12.500,00",24/06/2025
Leilão ao vivo em: 3 dias 14h4m22s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750443153555_83b5c514-546e-4709-b8ce-31be8c0f7256_pequena_leilo.webp,2011,N/A,FORD/FIESTA SEDAN 1.6 FLEX (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/ford/fiesta-sedan-1.6-flex-(4p)/ano.2012/ec3fcab3-ccf8-11ef-8e48-02420a000017,"R$ 17.000,00",24/06/2025
Leilão ao vivo em: 3 dias 14h4m51s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750443186398_055d3b43-52ab-43c3-9efd-177bc7784170_pequena_leilo.webp,2007,143.410 km,PORSCHE/CAYENNE V6,GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/porsche/cayenne-v6/ano.2008/9d670479-d1ba-11ef-903d-02420a000042,"R$ 45.300,00",24/06/2025
Leilão ao vivo em: 3 dias 14h5m20s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750442792958_364760d4-73d2-441b-bb04-2879072f3ecd_pequena_leilo.webp,2020,120.165 km,HONDA/CIVIC LX,GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/honda/civic-lx/ano.2020/85f19cec-b17c-11ef-8e48-02420a000017,"R$ 61.500,00",24/06/2025
Leilão ao vivo em: 3 dias 14h5m50s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441785051_ae2b3b01-8cb8-4b25-b6f0-452c4823f8e4_pequena_leilo.webp,2013,131.379 km,VOLKSWAGEN/NOVO GOL (4P/2P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/novo-gol-(4p%2F2p)/ano.2014/92587b62-2143-11f0-bcc9-02420a000216,"R$ 19.400,00",24/06/2025
Leilão: Leilão: 24/06/2025 Ter • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2018,226.860 km,FORD/KA HATCH SE 1.0 B (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/ford/ka-hatch-se-1.0-b-(4p)/ano.2018/bdd46926-663d-11ef-a9ca-02420a0000bb,"R$ 23.500,00",24/06/2025
Leilão ao vivo em: 3 dias 14h6m49s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441814412_be58a67c-95ce-4949-9250-35e5284a124a_pequena_leilo.webp,2006,194.161 km,VOLKSWAGEN/GOL 1.0 (2P/4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/gol-1.0-(2p%2F4p)/ano.2007/8e7a0f98-ea20-11ef-903d-02420a000042,-,24/06/2025
Leilão ao vivo em: 3 dias 14h7m18s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441847155_78769a5d-d14b-40d0-ab90-2ab20bdf8e3b_pequena_leilo.webp,2014,168.110 km,RENAULT/SANDERO AUTHENTIQUE (2P/4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/renault/sandero-authentique-(2p%2F4p)/ano.2015/ebc6d505-d26c-11ef-903d-02420a000042,"R$ 17.700,00",24/06/2025
Leilão ao vivo em: 3 dias 14h8m18s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750442170459_6ac069a7-2a40-49be-bd47-fe2d2719ee6a_pequena_leilo.webp,2017,120.572 km,FIAT/MOBI DRIVE (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/fiat/mobi-drive-(4p)/ano.2018/a67a642e-0115-11f0-8c72-02420a00002d,"R$ 22.600,00",24/06/2025
Leilão ao vivo em: 3 dias 14h8m46s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750442202284_4c8c64ac-f044-4092-9464-4a2b3e63b401_pequena_leilo.webp,2016,174.219 km,FORD/RANGER XLT CABINE DUPLA 2 25C,GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/ford/ranger-xlt-cabine-dupla-2-25c/ano.2017/b2fc25ae-f539-11ef-bd15-02420a00000b,"R$ 59.400,00",24/06/2025
Leilão ao vivo em: 3 dias 14h9m15s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750430607848_deb3abfe-5e00-4e82-933c-188ffc9c642c_pequena_leilo.webp,2019,87.137 km,VOLKSWAGEN/T CROSS HIGHLINE AE,GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/t-cross-highline-ae/ano.2020/2d23b62d-e981-11ef-903d-02420a000042,"R$ 58.100,00",24/06/2025
Leilão ao vivo em: 3 dias 14h9m44s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750442236365_dca752a4-2e9b-4436-a947-8a1f12428fd8_pequena_leilo.webp,2021,111.627 km,NISSAN/VERSA ADVANCE (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/nissan/versa-advance-(4p)/ano.2022/6c28f2a5-cec8-11ef-8e48-02420a000017,"R$ 47.400,00",24/06/2025
Leilão ao vivo em: 3 dias 14h10m14s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750430446445_cfc4ae34-7473-4a8a-bbf8-1d9689c79181_pequena_leilo.webp,2018,98.392 km,FIAT/MOBI LIKE (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/fiat/mobi-like-(4p)/ano.2018/46e0b0a7-e0a5-11ef-903d-02420a000042,"R$ 23.300,00",24/06/2025
Leilão ao vivo em: 3 dias 14h11m13s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750430110026_7240d4f8-fb7f-419f-beca-c0ad2fa885a2_pequena_leilo.webp,2013,198.178 km,FIAT/PALIO ATTRACT (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/fiat/palio-attract-(4p)/ano.2013/d55be659-04c1-11f0-8c72-02420a00002d,"R$ 19.700,00",24/06/2025
Leilão ao vivo em: 3 dias 14h11m42s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750442268149_06fa4fbf-a150-4a45-99cf-952dd1583fe3_pequena_leilo.webp,2009,222.289 km,FIAT/SIENA FIRE FLEX (2P/4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/fiat/siena-fire-flex-(2p%2F4p)/ano.2010/8f0c28dc-05cc-11f0-8c72-02420a00002d,"R$ 13.200,00",24/06/2025
Leilão ao vivo em: 3 dias 14h12m11s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750440975053_4ba81f33-a5a1-41c3-8156-1bc4ef888f04_pequena_leilo.webp,2012,163.888 km,FIAT/STRADA ADVENTURE CABINE DUPLA,GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/fiat/strada-adventure-cabine-dupla/ano.2012/07ed0b47-1002-11f0-8c72-02420a00002d,"R$ 26.800,00",24/06/2025
Leilão ao vivo em: 3 dias 14h12m39s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750442290560_32af0bec-a072-43d6-8ee7-63ff4f1f0615_pequena_leilo.webp,2014,262.132 km,FIAT/FIORINO 1.4 FLEX,GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/fiat/fiorino-1.4-flex/ano.2015/b8ed23ea-1486-11f0-b6cf-02420a00009e,"R$ 29.600,00",24/06/2025
Leilão: Leilão: 24/06/2025 Ter • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2010,N/A,GM/CELTA 4P LIFE (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/gm/celta-4p-life-(4p)/ano.2010/655afc75-4a27-11ed-a391-02420a000011,"R$ 8.600,00",24/06/2025
Leilão: Leilão: 24/06/2025 Ter • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2009,N/A,FIAT/PALIO FIRE ECONOMY (2P/4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/fiat/palio-fire-economy-(2p%2F4p)/ano.2010/653f1417-4a27-11ed-a391-02420a000011,"R$ 10.400,00",24/06/2025
Leilão ao vivo em: 3 dias 14h14m38s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441007139_0bcacfce-c116-4a32-9fd5-23fb23df301f_pequena_leilo.webp,2009,165.962 km,KIA/SOUL EX (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/kia/soul-ex-(4p)/ano.2010/b4ea0a4c-82e4-11ed-b848-02420a000015,"R$ 20.400,00",24/06/2025
Leilão: Leilão: 24/06/2025 Ter • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2016,12.362 km,FORD/KA HATCH SE 1.0 (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/ford/ka-hatch-se-1.0-(4p)/ano.2016/0102fe08-2309-11ee-8751-02420a000029,"R$ 22.500,00",24/06/2025
Leilão: Leilão: 24/06/2025 Ter • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2004,202.107 km,CHEVROLET/MONTANA,GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/chevrolet/montana/ano.2004/f3413015-32bd-11ee-952b-02420a000034,"R$ 14.200,00",24/06/2025
Leilão: Leilão: 24/06/2025 Ter • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2014,115.287 km,FIAT/FIORINO 1.4 FLEX,GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/fiat/fiorino-1.4-flex/ano.2014/e5544d86-9440-11ee-b165-02420a000056,"R$ 24.600,00",24/06/2025
Leilão: Leilão: 24/06/2025 Ter • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2016,66.528 km,CHEVROLET/ONIX LT 1.0 MECANICO (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/chevrolet/onix-lt-1.0-mecanico-(4p)/ano.2017/454f0306-3ef1-11ef-9bb1-02420a00002f,"R$ 26.700,00",24/06/2025
Leilão ao vivo em: 3 dias 14h17m4s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441043796_c5469807-8aa1-4091-91b5-b86e226b8d1a_pequena_leilo.webp,2010,190.219 km,CHEVROLET/ASTRA SEDAN ADVANTAGE (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/chevrolet/astra-sedan-advantage-(4p)/ano.2011/b2da686b-8bba-11ef-a6ca-02420a000013,"R$ 18.200,00",24/06/2025
Leilão ao vivo em: 3 dias 14h17m34s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441177391_5a48718c-ae02-46ac-8134-fd7eafb64bc6_pequena_leilo.webp,2005,269.577 km,VOLKSWAGEN/CROSSFOX (2P/4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/crossfox-(2p%2F4p)/ano.2006/7174621b-b276-11ef-8e48-02420a000017,"R$ 14.500,00",24/06/2025
Leilão ao vivo em: 3 dias 14h18m3s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441189575_0a47eb9d-c483-4cfc-a09a-5a0038c81f0e_pequena_leilo.webp,2012,150.873 km,KIA/SOUL EX FF AT (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/kia/soul-ex-ff-at-(4p)/ano.2013/65dbb2c9-b317-11ef-8e48-02420a000017,"R$ 27.800,00",24/06/2025
Leilão ao vivo em: 3 dias 14h18m33s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441203966_69b1ddd3-b9cd-4879-bf10-7f4cf79e95b0_pequena_leilo.webp,2017,158.875 km,CHEVROLET/SPIN 1.8L AT ACTIV,GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/chevrolet/spin-1.8l-at-activ/ano.2018/8c46c8c8-b33f-11ef-8e48-02420a000017,"R$ 35.300,00",24/06/2025
Leilão ao vivo em: 3 dias 14h19m1s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441487867_5c5903dc-f198-4282-863d-d31d1e1293a8_pequena_leilo.webp,2014,275.436 km,FIAT/SIENA EL FLEX (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/fiat/siena-el-flex-(4p)/ano.2015/73ad0c8a-cf62-11ef-8e48-02420a000017,"R$ 20.500,00",24/06/2025
Leilão ao vivo em: 3 dias 14h19m30s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441522347_d869f372-82f8-4000-8593-f0fc5ce6a07f_pequena_leilo.webp,2013,1.279.762 km,FORD/FUSION FLEX (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/ford/fusion-flex-(4p)/ano.2013/9904e2f4-db0f-11ef-903d-02420a000042,"R$ 34.500,00",24/06/2025
Leilão ao vivo em: 3 dias 14h19m39s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441503849_57753a4e-9c8a-4566-8e80-22bde497ec01_pequena_leilo.webp,2015,78.206 km,JEEP/RENEGADE SPORT AUTOMATICO,GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/jeep/renegade-sport-automatico/ano.2016/de910acd-df10-11ef-903d-02420a000042,"R$ 36.100,00",24/06/2025
Leilão ao vivo em: 3 dias 14h20m6s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441604131_f6afb2f9-b68c-4f96-9106-7c9ac190a7ff_pequena_leilo.webp,2010,186.294 km,FIAT/PALIO WEEKEND ADVENTURE FLEX,GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/fiat/palio-weekend-adventure-flex/ano.2010/5a76e9f6-e4c1-11ef-903d-02420a000042,"R$ 17.100,00",24/06/2025
Leilão ao vivo em: 3 dias 14h20m36s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441633254_09897350-1c75-4113-becd-b17b6ae3f0a4_pequena_leilo.webp,2010,176.292 km,TOYOTA/COROLLA GLI FLEX (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/toyota/corolla-gli-flex-(4p)/ano.2011/bfe2d546-ead0-11ef-bd15-02420a00000b,"R$ 29.200,00",24/06/2025
Leilão ao vivo em: 3 dias 14h21m5s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750441657846_35c2ac40-7f9d-4a0c-88de-7915085b3403_pequena_leilo.webp,2011,156.050 km,CITROEN/C3 EXC A FLEX (4P),GO,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/citroen/c3-exc-a-flex-(4p)/ano.2012/bed2e372-eb07-11ef-bd15-02420a00000b,"R$ 17.100,00",24/06/2025
