veiculo_titulo,veiculo_link_lote,veiculo_imagem,veiculo_patio_uf,veiculo_ano_fabricacao,veiculo_km,veiculo_valor_lance_atual,veiculo_situacao,veiculo_data_leilao,veiculo_tipo_combustivel,veiculo_cor,veiculo_possui_chave,veiculo_tipo_retomada,veiculo_tipo,veiculo_valor_fipe,veiculo_fabricante,veiculo_modelo,veiculo_patio_uf_localizacao
KIA/PICANTO EX3 (4P),https://leilo.com.br/leilao/benevides-para/carros/kia/picanto-ex3-(4p)/ano.2011/cc3d2169-03df-11ef-b80e-02420a000059,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751895486314_2e17ca32-832c-4422-9302-a7728720dc37_pequena_leilo.webp,PA,2010,180.590 km,"R$ 13.000,00",Leilão ao vivo em: 1 dia 16h13m5s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FORD/FIESTA 1.6 FLEX (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/ford/fiesta-1.6-flex-(4p)/ano.2011/b5d85378-3a41-11ef-b7fa-02420a00001f,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751976633132_e68f10a2-ba5d-4393-972e-bb3955855768_pequena_leilo.webp,AM,2010,209.929 km,"R$ 15.300,00",Leilão ao vivo em: 1 dia 16h13m34s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEUGEOT/208 ALLURE (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/peugeot/208-allure-(4p)/ano.2016/f1270a11-397f-11ef-b7fa-02420a00001f,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751976663044_d2d94a1b-384f-4f01-b89d-87a202124479_pequena_leilo.webp,AM,2015,92.871 km,"R$ 23.800,00",Leilão ao vivo em: 1 dia 16h15m4s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FORD/FIESTA FLEX (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/ford/fiesta-flex-(4p)/ano.2014/491e07ad-3add-11ef-9bb1-02420a00002f,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751896454656_ed0c6739-f36c-4922-b52c-5085ea662b67_pequena_leilo.webp,AM,2013,122.002 km,"R$ 17.000,00",Leilão ao vivo em: 1 dia 16h15m33s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/GOL MC4 (4P),https://leilo.com.br/leilao/benevides-para/carros/volkswagen/gol-mc4-(4p)/ano.2021/e938e594-4aad-11ef-9ceb-02420a000023,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751977053329_b5fb2f3f-48e2-41e6-8916-3f14063176f0_pequena_leilo.webp,PA,2020,76.595 km,"R$ 27.700,00",Leilão ao vivo em: 1 dia 16h17m3s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/AGILE LTZ (2P/4P),https://leilo.com.br/leilao/benevides-para/carros/chevrolet/agile-ltz-(2p%2F4p)/ano.2013/906480c9-4a97-11ef-9ceb-02420a000023,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751976693507_def32c8b-eee2-4f1c-8595-3f62c6d891c0_pequena_leilo.webp,PA,2012,150.231 km,"R$ 18.000,00",Leilão ao vivo em: 1 dia 16h17m32s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/PASSAT FSI (4P),https://leilo.com.br/leilao/benevides-para/carros/volkswagen/passat-fsi-(4p)/ano.2006/b59a1321-f5fd-11ef-bd15-02420a00000b,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751895532367_a441e265-91a5-42a8-b1f7-b1be9cafe95f_pequena_leilo.webp,PA,2006,215.413 km,"R$ 17.100,00",Leilão ao vivo em: 1 dia 16h18m2s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/GOL MC4 (4P/2P),https://leilo.com.br/leilao/benevides-para/carros/volkswagen/gol-mc4-(4p%2F2p)/ano.2021/c43a58dc-3bf6-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751976998549_e3f19546-b068-46dd-adbb-07db588a417c_pequena_leilo.webp,PA,2020,69.678 km,"R$ 27.100,00",Leilão ao vivo em: 1 dia 16h18m31s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FORD/ECOSPORT SE,https://leilo.com.br/leilao/benevides-para/carros/ford/ecosport-se/ano.2019/850d5286-2529-11f0-bcc9-02420a000216,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751976873375_a9a20444-fadc-4095-b8ed-d7757ac54c0b_pequena_leilo.webp,PA,2018,82.569 km,"R$ 37.900,00",Leilão ao vivo em: 1 dia 16h19m1s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RENAULT/KWID ZEN 1.0 MECANICO (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/renault/kwid-zen-1.0-mecanico-(4p)/ano.2022/8d291683-e968-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894760878_4ce91b56-69eb-498d-8f79-f61feb6152e2_pequena_leilo.webp,AM,2021,246.522 km,"R$ 23.000,00",Leilão ao vivo em: 1 dia 16h19m60s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/ONIX LT 1.0 (2P/4P),https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/onix-lt-1.0-(2p%2F4p)/ano.2013/e7f3667b-3195-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751895777333_b13f1503-2909-4f56-9e54-7fbee7706608_pequena_leilo.webp,AM,2013,187.606 km,"R$ 18.000,00",Leilão ao vivo em: 1 dia 16h20m29s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/UNO VIVACE 1.0 (2P/4P),https://leilo.com.br/leilao/benevides-para/carros/fiat/uno-vivace-1.0-(2p%2F4p)/ano.2013/aa010c85-3b3b-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751895920389_863993a8-801b-4a48-b487-3477c6d6f7b4_pequena_leilo.webp,PA,2013,272.625 km,"R$ 15.000,00",Leilão ao vivo em: 1 dia 16h20m59s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NISSAN/LIVINA,https://leilo.com.br/leilao/benevides-para/carros/nissan/livina/ano.2014/49a68e5e-2215-11f0-bcc9-02420a000216,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894852784_04baca98-f1f1-4f5e-b0bf-f773f3191dcf_pequena_leilo.webp,PA,2013,193.866 km,"R$ 16.000,00",Leilão ao vivo em: 1 dia 16h21m29s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/SIENA ESSENCE 1.6 (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/fiat/siena-essence-1.6-(4p)/ano.2013/8fe5d892-1634-11f0-b6cf-02420a00009e,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894885097_da246d25-8e46-45ca-a46c-b6c455e03e2e_pequena_leilo.webp,AM,2012,143.494 km,"R$ 16.000,00",Leilão ao vivo em: 1 dia 16h21m58s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FORD/KA SE PLUS C,https://leilo.com.br/leilao/benevides-para/carros/ford/ka-se-plus-c/ano.2020/099d3dcf-04cc-11f0-8c72-02420a00002d,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894880701_4df841ee-8298-497d-b33d-03c479e1b697_pequena_leilo.webp,PA,2019,131.148 km,"R$ 25.200,00",Leilão ao vivo em: 1 dia 16h22m28s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/COBALT M LTZ (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/cobalt-m-ltz-(4p)/ano.2019/3e8669f9-e580-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894912957_fe9f94c4-cca8-4235-afde-c19c2dd38501_pequena_leilo.webp,AM,2018,371.844 km,"R$ 20.000,00",Leilão ao vivo em: 1 dia 16h22m57s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/POLO,https://leilo.com.br/leilao/benevides-para/carros/volkswagen/polo/ano.2019/4c8d12b8-3a78-11f0-9677-02420a00000b,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751977054878_19dc8598-51a0-4d9d-81d6-f390a8a39eff_pequena_leilo.webp,PA,2019,146.843 km,"R$ 33.200,00",Leilão ao vivo em: 1 dia 16h23m57s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/GOL MC5 (4P/2P),https://leilo.com.br/leilao/benevides-para/carros/volkswagen/gol-mc5-(4p%2F2p)/ano.2019/8ad8f7e4-4dda-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751977022483_bd5cf17f-c680-4c6b-8530-beca455e0813_pequena_leilo.webp,PA,2018,205.458 km,"R$ 23.900,00",Leilão ao vivo em: 1 dia 16h24m26s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/PALIO FIRE ECONOMY (2P/4P),https://leilo.com.br/leilao/manaus-amazonas/carros/fiat/palio-fire-economy-(2p%2F4p)/ano.2012/338733ad-7f34-11ef-a1ff-02420a0000dd,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894942768_a517b381-15c6-4443-aff9-aba8255f480c_pequena_leilo.webp,AM,2011,342.188 km,"R$ 9.000,00",Leilão ao vivo em: 1 dia 16h24m56s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/PRISMA MAXX (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/prisma-maxx-(4p)/ano.2011/6496376d-4b55-11ee-a229-02420a0000d3,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894974717_477bd6b2-2719-402c-b56b-12d26f642add_pequena_leilo.webp,AM,2010,98.713 km,"R$ 14.900,00",Leilão ao vivo em: 1 dia 16h25m25s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RENAULT/SANDERO EXPRESSION 1.0 16V (4P),https://leilo.com.br/leilao/benevides-para/carros/renault/sandero-expression-1.0-16v-(4p)/ano.2009/1237d356-dd6d-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751896044656_36316fb5-f4c7-47e9-94f8-9488f4898b36_pequena_leilo.webp,PA,2008,233.851 km,"R$ 8.000,00",Leilão ao vivo em: 1 dia 16h26m25s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/NOVO GOL TRENDLINE MBV (4P/2P),https://leilo.com.br/leilao/manaus-amazonas/carros/volkswagen/novo-gol-trendline-mbv-(4p%2F2p)/ano.2018/23ea5ae3-cdc0-11ef-8e48-02420a000017,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894286946_72830aa7-7981-4388-9f35-41e94c59bdd6_pequena_leilo.webp,AM,2017,89.101 km,"R$ 22.000,00",Leilão ao vivo em: 1 dia 16h26m54s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FORD/KA HATCH SE 1.0 B (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/ford/ka-hatch-se-1.0-b-(4p)/ano.2017/c2a9aa6d-4e03-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751976752803_15d1228b-5951-449c-bb78-9cf980fbb811_pequena_leilo.webp,AM,2016,86.325 km,"R$ 19.000,00",Leilão ao vivo em: 1 dia 16h27m24s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KIA/SPORTAGE EX2 G2,https://leilo.com.br/leilao/manaus-amazonas/carros/kia/sportage-ex2-g2/ano.2010/1c5a8fde-f389-11ef-bd15-02420a00000b,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894312756_8ae7fbfa-7c3b-4646-a3c9-32df35b19734_pequena_leilo.webp,AM,2009,239.506 km,"R$ 14.200,00",Leilão ao vivo em: 1 dia 16h27m54s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RENAULT/LOGAN EXPRESSION 1016V (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/renault/logan-expression-1016v-(4p)/ano.2010/6d07ca79-3718-11f0-bd5d-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894346773_efa45d06-6bc2-4ab2-96e2-8e3294429cd3_pequena_leilo.webp,AM,2009,287.954 km,"R$ 7.000,00",Leilão ao vivo em: 1 dia 16h28m23s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/UP CROSS MC (4P),https://leilo.com.br/leilao/benevides-para/carros/volkswagen/up-cross-mc-(4p)/ano.2017/63e5a8ec-21ea-11f0-bcc9-02420a000216,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894343410_e2c5d407-67a1-4ff8-9456-536080ae0a4b_pequena_leilo.webp,PA,2016,N/A,"R$ 30.800,00",Leilão ao vivo em: 1 dia 16h28m53s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HYUNDAI/HB20 COMFORTLINE (4P),https://leilo.com.br/leilao/benevides-para/carros/hyundai/hb20-comfortline-(4p)/ano.2017/f02015ec-3bbb-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751977023928_343fb914-ef56-4e5f-b053-acead6881ad5_pequena_leilo.webp,PA,2017,83.079 km,"R$ 26.000,00",Leilão ao vivo em: 1 dia 16h29m22s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/COBALT LTZ (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/cobalt-ltz-(4p)/ano.2012/812d59d2-4ab1-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894373899_0c631200-01d0-42d5-b822-c2beea503662_pequena_leilo.webp,AM,2012,N/A,"R$ 14.000,00",Leilão ao vivo em: 1 dia 16h29m52s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/GOL 1.0 GIV (2P/4P),https://leilo.com.br/leilao/manaus-amazonas/carros/volkswagen/gol-1.0-giv-(2p%2F4p)/ano.2012/39a09616-8cc7-11ef-a6ca-02420a000013,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751976995019_295ea96b-7e8e-493d-bf36-f18bbdd739aa_pequena_leilo.webp,AM,2012,120.154 km,"R$ 8.000,00",Leilão ao vivo em: 1 dia 16h30m21s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/NOVO GOL TRENDLINE MBV (4P/2P),https://leilo.com.br/leilao/benevides-para/carros/volkswagen/novo-gol-trendline-mbv-(4p%2F2p)/ano.2017/d4e907be-45fe-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751976783325_69cd970b-1496-48b8-a7c4-d391bc1a81e9_pequena_leilo.webp,PA,2017,171.499 km,"R$ 21.000,00",Leilão ao vivo em: 1 dia 16h30m50s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/ONIX LT 1.4 MECANICO (4P),https://leilo.com.br/leilao/benevides-para/carros/chevrolet/onix-lt-1.4-mecanico-(4p)/ano.2016/47c0ad45-097f-11f0-8c72-02420a00002d,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751895171221_d8ca84bc-b767-4912-8da6-eea61bcd3397_pequena_leilo.webp,PA,2016,103.163 km,"R$ 25.000,00",Leilão ao vivo em: 1 dia 16h31m10s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HYUNDAI/HB20 COMFORT (4P),https://leilo.com.br/leilao/benevides-para/carros/hyundai/hb20-comfort-(4p)/ano.2015/40520ce6-27fa-11ef-b7fa-02420a00001f,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751895191559_e4b3f016-f998-44f8-ad2a-592e39a0cde8_pequena_leilo.webp,PA,2014,93.079 km,"R$ 23.600,00",Leilão ao vivo em: 1 dia 16h32m39s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RENAULT/SANDERO EXPRESSION (2P/4P),https://leilo.com.br/leilao/benevides-para/carros/renault/sandero-expression-(2p%2F4p)/ano.2015/4ce6949b-2524-11f0-bcc9-02420a000216,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751895269311_17c25b96-c62d-4e98-8356-62c6c87db74e_pequena_leilo.webp,PA,2014,197.204 km,"R$ 15.000,00",Leilão ao vivo em: 1 dia 16h33m9s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/GOL 1.0 (2P/4P),https://leilo.com.br/leilao/manaus-amazonas/carros/volkswagen/gol-1.0-(2p%2F4p)/ano.2008/31d67d48-4acd-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894463547_38664cc7-d838-4f13-9c65-f936ca152854_pequena_leilo.webp,AM,2007,120.629 km,"R$ 9.000,00",Leilão ao vivo em: 1 dia 16h33m39s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/SPACEFOX COMFORTLINE,https://leilo.com.br/leilao/benevides-para/carros/volkswagen/spacefox-comfortline/ano.2008/8f1e7579-4b6e-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751976993285_9e04a560-ac87-41d4-8e30-dd5bce64f37b_pequena_leilo.webp,PA,2007,287.088 km,"R$ 14.000,00",Leilão ao vivo em: 1 dia 16h34m8s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HONDA/CITY EX (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/honda/city-ex-(4p)/ano.2015/f0f91a27-2795-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894497952_9be802e5-e336-4f6c-82e7-78ae5bdb46a5_pequena_leilo.webp,AM,2014,118.342 km,"R$ 29.000,00",Leilão ao vivo em: 1 dia 16h34m37s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/FOX GII 1.0 (2P/4P),https://leilo.com.br/leilao/manaus-amazonas/carros/volkswagen/fox-gii-1.0-(2p%2F4p)/ano.2011/7d1c07a2-2f4e-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751976810990_3c461840-b032-40d1-b5c0-9410298c6a83_pequena_leilo.webp,AM,2010,170.017 km,"R$ 15.800,00",Leilão ao vivo em: 1 dia 16h35m7s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/SIENA FIRE FLEX (2P/4P),https://leilo.com.br/leilao/benevides-para/carros/fiat/siena-fire-flex-(2p%2F4p)/ano.2011/c46f96c4-efb0-11ef-bd15-02420a00000b,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894522353_b26c7f55-24f4-470a-8bbb-901fc2725637_pequena_leilo.webp,PA,2010,N/A,"R$ 11.000,00",Leilão ao vivo em: 1 dia 16h36m6s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NISSAN/MARCH SV (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/nissan/march-sv-(4p)/ano.2015/e74727df-3d86-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894553259_26dc266d-2d91-4030-a454-edab2b3b5379_pequena_leilo.webp,AM,2014,300.382 km,"R$ 17.000,00",Leilão ao vivo em: 1 dia 16h36m36s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FORD/FIESTA FLEX (4P),https://leilo.com.br/leilao/benevides-para/carros/ford/fiesta-flex-(4p)/ano.2014/61e01b2f-37dc-11f0-bd5d-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751895511277_63c8a2d9-4aa6-4d7e-a085-f3abc98bf027_pequena_leilo.webp,PA,2013,94.938 km,"R$ 16.700,00",Leilão ao vivo em: 1 dia 16h37m6s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEUGEOT/207 PASSION ACTIVE (4P),https://leilo.com.br/leilao/benevides-para/carros/peugeot/207-passion-active-(4p)/ano.2014/ca6326f6-492d-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751976844192_178885ee-e228-4268-8dc8-3d083f610eda_pequena_leilo.webp,PA,2013,107.485 km,"R$ 10.000,00",Leilão ao vivo em: 1 dia 16h37m36s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RANDON/SEMI REBOQUE CARROCERIA ABERTA,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/randon/semi-reboque-carroceria-aberta/ano.2013/73400277-204a-11f0-bcc9-02420a000216,https://leilo.cdndp.com.br/v1/arquivo/2025/7/2/1751467920798_9b0f5258-c72b-4e8e-9556-62df11801aac_pequena_leilo.webp,GO,2013,N/A,"R$ 40.000,00",Leilão ao vivo em: 2 dias 13h2m35s,11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
